pl_name,hostname,ra,dec,sy_dist,pl_rade,pl_bmasse,pl_orbsmax
HD 30177 b,HD 30177,70.4770964,-58.02080850000001,55.5867,,2792.3785940033335,3.5413333333333337
HD 30177 c,HD 30177,70.4770964,-58.0208085,55.5867,,2185.076351525,10.074
HD 30562 b,HD 30562,72.1529519,-5.6751152,26.1597,,425.3307645725,2.3135
HD 30669 b,HD 30669,72.1198522,-28.4190757,58.0844,,149.37,2.69
HD 31253 b,HD 31253,73.6822877,12.352010299999998,58.1438,,165.90468983999997,1.2716666666666667
HD 31527 b,HD 31527,73.9096193,-23.2413163,38.4473,,10.47,0.1254
HD 31527 c,HD 31527,73.9096193,-23.2413163,38.4473,,14.16,0.2663
HD 31527 d,HD 31527,73.9096193,-23.2413163,38.4473,,11.82,0.8098
HD 3167 b,HD 3167,8.7401487,4.3807215,47.28990000000001,1.6525249927272727,5.17,0.01805
HD 3167 c,HD 3167,8.7401487,4.3807215,47.28990000000001,2.852366164,9.946000000000002,0.18002
HD 3167 d,HD 3167,8.7401487,4.3807215,47.2899,,5.79,0.07696666666666667
HD 3167 e,HD 3167,8.7401487,4.3807215,47.2899,,9.075,0.39665
HD 32963 b,HD 32963,76.9820146,26.3276805,38.0786,,370.3764086566666,3.4116666666666666
HD 330075 b,HD 330075,237.4054997,-49.9639199,45.2989,,174.8042,0.0395
HD 331093 b,HD 331093,295.6200054,31.7395451,50.1928,,476.7426105,1.44
HD 33564 b,HD 33564,80.6378979,79.2318488,20.9531,,2892.1,1.1
HD 34445 b,HD 34445,79.4207483,7.3527156,46.0907,,229.9379229525,2.08
HD 34445 c,HD 34445,79.4207483,7.3527156,46.0907,,53.5,0.7181
HD 34445 d,HD 34445,79.4207483,7.3527156,46.0907,,30.7,0.4817
HD 34445 e,HD 34445,79.4207483,7.3527156,46.0907,,16.8,0.2687
HD 34445 f,HD 34445,79.4207483,7.3527156,46.0907,,37.9,1.543
HD 34445 g,HD 34445,79.4207483,7.3527156,46.0907,,120.6,6.36
HD 3651 b,HD 3651,9.8387218,21.2488844,11.1336,,69.91517587,0.2925
HD 37124 b,HD 37124,84.2599947,20.7289784,31.663400000000003,,217.32634291,0.5295880000000001
HD 37124 c,HD 37124,84.2599947,20.7289784,31.663400000000003,,221.393427866,1.9194
HD 37124 d,HD 37124,84.2599947,20.7289784,31.6634,,215.32540005250002,2.9524999999999997
HD 37605 b,HD 37605,85.0074276,6.0595116,46.78639999999999,,819.4786,0.27262000000000003
HD 37605 c,HD 37605,85.0074276,6.0595116,46.78639999999999,,1051.5786,3.777
HD 3765 b,HD 3765,10.2072994,40.1842918,17.926,,54.98431441,2.108
HD 38283 b,HD 38283,84.2605324,-73.6998131,38.0615,,117.59710000000001,1.02
HD 38529 b,HD 38529,86.6451363,1.1675866,42.3538,,256.0794812971429,0.1287
HD 38529 c,HD 38529,86.6451363,1.1675866,42.3538,,4270.39363089125,3.6290833333333334
HD 39091 b,HD 39091,84.2992798,-80.4646041,18.2702,,3673.6790433479996,3.284625
HD 39194 b,HD 39194,86.129071,-70.1382377,26.4131,,4.3100000000000005,0.057475
HD 39194 c,HD 39194,86.129071,-70.1382377,26.4131,,6.895,0.10565
HD 39194 d,HD 39194,86.129071,-70.1382377,26.4131,,4.58,0.18995
HD 39855 b,HD 39855,88.6260731,-19.7044472,23.2599,,8.5,0.041
HD 40307 b,HD 40307,88.5172191,-60.0237289,12.9363,,300.2015176475,0.047274666666666666
HD 40307 c,HD 40307,88.5172191,-60.0237289,12.9363,,472.0358011875,0.08074333333333333
HD 40307 d,HD 40307,88.5172191,-60.0237289,12.9363,,450.782370375,0.13339
HD 40307 f,HD 40307,88.51721909999999,-60.0237289,12.936299999999997,,4.676666666666667,0.24819999999999998
HD 40307 g,HD 40307,88.5172191,-60.0237289,12.9363,,7.1,0.60345
HD 40979 b,HD 40979,91.1253346,44.2597855,34.0883,,1295.9135116500001,0.854475
HD 41004 A b,HD 41004 A,89.9566041,-48.2394189,36.69117,,807.25,
HD 41004 B b,HD 41004 B,89.9565956,-48.2394114,41.5504,,5881.195,
HD 4113 b,HD 4113,10.8027515,-37.9831248,41.8727,,515.4042950433334,1.286
HD 42012 b,HD 42012,92.485473,34.1341722,36.7984,,508.528,1.67
HD 4208 b,HD 4208,11.1125532,-26.5150392,34.1937,,254.57452036,1.6591999999999998
