pl_name,hostname,pl_rade,pl_bmasse,pl_orbsmax,sy_dist,planet_type,nasa_exoplanet_id
TOI-277 b,TOI-277,3.452832235,,0.0269,64.6692,Neptuniano,1034
TOI-286 b,TOI-286,1.45481055,4.53,0.0503,59.2293,Super-Tierra,1035
TOI-286 c,TOI-286,1.862775,3.72,0.213,59.2293,Super-Tierra,1036
TOI-3884 b,TOI-3884,6.063530126666667,24.545,0.03575,43.1448,Gigante Gaseoso,1037
TOI-406 c,TOI-406,1.29657769,2.08,0.0322,31.0597,Super-Tierra,1038
TOI-406.01,TOI-406,2.000158196666667,6.57,0.0832087675,31.059700000000003,Neptuniano,1039
TOI-411 b,HD 22946,1.4532948899999998,13.71,0.055035,62.7792,Super-Tierra,1040
TOI-411 c,HD 22946,2.280819543333333,9.72,0.0978,62.7792,Neptuniano,1041
TOI-431 b,TOI-431,1.37707647,3.07,0.0113,32.5686,Super-Tierra,1042
TOI-431 c,TOI-431,,2.83,0.052,32.5686,Unknown,1043
TOI-431 d,TOI-431,3.28547459,9.9,0.098,32.5686,Neptuniano,1044
TOI-4336 A b,TOI-4336 A,2.10208009,3.33,0.08605,22.5455,Neptuniano,1045
TOI-4336 A c,TOI-4336 A,1.251,1.55,0.05092,22.5455,Super-Tierra,1046
TOI-4342 b,TOI-4342,2.289046953333333,7.3,0.052205,61.5204,Neptuniano,1047
TOI-4342 c,TOI-4342,2.409408173333333,4.8,0.0809,61.5204,Neptuniano,1048
TOI-4364 b,TOI-4364,2.051853505,,0.04753,43.9662,Neptuniano,1049
TOI-4438 b,TOI-4438,2.47162148,5.4,0.05225,30.0346,Neptuniano,1050
TOI-444 b,TOI-444,3.03350987,,0.133,57.3973,Neptuniano,1051
TOI-4443.01,TOI-4443,1.71932649,,0.029962645,56.0739,Super-Tierra,1052
TOI-4527.01,TOI-4527,0.90866172,,0.008332353,18.1037,Terrestre,1053
TOI-4529 b,TOI-4529,1.8506991633333327,4.9,,28.384,Super-Tierra,1054
TOI-4552 b,TOI-4552,1.19505619,1.83,0.0056255,27.2684,Terrestre,1055
TOI-4559 b,TOI-4559,1.457496735,,0.0359,31.6354,Super-Tierra,1056
TOI-4602.01,TOI-4602,2.4568395,,0.05099712,63.0637,Neptuniano,1057
TOI-480 b,TOI-480,2.834105815,20.8,0.077,54.5306,Neptuniano,1058
TOI-500 b,TOI-500,1.2283924766666665,1.42,0.012345,47.3924,Terrestre,1059
TOI-500 c,TOI-500,,5.03,,47.3924,Unknown,1060
TOI-500 d,TOI-500,,33.12,,47.3924,Unknown,1061
TOI-500 e,TOI-500,,15.05,,47.3924,Unknown,1062
TOI-5082.01,TOI-5082,2.59556,,0.051204842,43.1406,Neptuniano,1063
TOI-5159 b,TOI-5159,1.58037802,,,55.1788,Super-Tierra,1064
TOI-521 b,TOI-521,1.97265162,5.3,0.0195,60.9425,Super-Tierra,1065
TOI-5319 b,TOI-5319,3.288405,,0.0506,61.171,Neptuniano,1066
TOI-5388.01,TOI-5388,1.59284,2.2,0.024335855,18.5226,Super-Tierra,1067
TOI-540 b,TOI-540,0.93423532,,0.01223,14.0022,Terrestre,1068
TOI-544 b,TOI-544,2.069391356666667,2.89,0.0238,41.1166,Neptuniano,1069
TOI-544 c,TOI-544,,21.5,,41.1166,Unknown,1070
TOI-5489 b,TOI-5489,1.43122869,,,45.0907,Super-Tierra,1071
TOI-5489 c,TOI-5489,1.27919483,,,45.0907,Super-Tierra,1072
TOI-5713 b,TOI-5713,1.81527365,,0.06008,40.8668,Super-Tierra,1073
TOI-5716 b,TOI-5716,0.988837165,,,39.4122,Terrestre,1074
TOI-5720 b,TOI-5720,1.24160952,4.3,0.018288,35.8256,Terrestre,1075
TOI-5728 b,TOI-5728,1.21848035,,,54.7045,Terrestre,1076
TOI-5734 b,TOI-5734,2.422533383333333,9.1,0.0599549999999999,32.5102,Neptuniano,1077
TOI-5789 b,TOI-5789,,2.12,0.03608,20.4581,Unknown,1078
TOI-5789 c,TOI-5789,2.6985200000000003,5.0,0.1009,20.4581,Neptuniano,1079
TOI-5789 d,TOI-5789,,4.29,0.1756,20.4581,Unknown,1080
TOI-5789 e,TOI-5789,,11.61,0.2901,20.4581,Unknown,1081
TOI-5799 b,TOI-5799,1.80103482,,0.034967,27.8123,Super-Tierra,1082
TOI-5799 c,TOI-5799,1.76,,0.0782,27.8123,Super-Tierra,1083
TOI-5800 b,TOI-5800,2.6577005566666667,10.15,0.03445,42.9052,Neptuniano,1084
TOI-6002 b,TOI-6002,1.5994741,,0.05722,32.0266,Super-Tierra,1085
TOI-6008 b,TOI-6008,1.13827392,4.0,0.010777,23.1008,Terrestre,1086
TOI-6086 b,TOI-6086,1.072530935,,0.01541,31.4566,Terrestre,1087
TOI-620 b,TOI-620,3.405169045,,0.04825,33.0231,Neptuniano,1088
TOI-6255 b,TOI-6255,1.02036928,1.44,,20.3167,Terrestre,1089
TOI-6281 b,TOI-6281,2.34900537,,,57.7451,Neptuniano,1090
TOI-6324 b,TOI-6324,1.0485933333333337,1.17,,20.5488,Terrestre,1091
TOI-6478 b,TOI-6478,4.56755,,0.1136,38.6057,Neptuniano,1092
TOI-654.01,TOI-654,2.4531972766666663,8.71,0.020230073,57.7553,Neptuniano,1093
TOI-663 b,TOI-663,2.3506427,4.45,0.0295,64.2308,Neptuniano,1094
TOI-663 c,TOI-663,2.461318755,3.65,0.0437,64.2308,Neptuniano,1095
TOI-663 d,TOI-663,1.9547622,5.2,0.0576,64.2308,Super-Tierra,1096
TOI-6716 b,TOI-6716,0.9961213,,0.0319,18.8873,Terrestre,1097
TOI-674 b,TOI-674,5.260300135,23.6,0.025,46.08509999999999,Neptuniano,1098
TOI-700 b,TOI-700,0.9806822075,,0.0663666666666666,31.1265,Terrestre,1099
TOI-700 c,TOI-700,2.6167302925,,0.0927666666666666,31.1265,Neptuniano,1100
TOI-700 d,TOI-700,1.1841642775,,0.1632,31.1265,Terrestre,1101
TOI-700 e,TOI-700,0.95109289,,0.134,31.1265,Terrestre,1102
TOI-712 b,TOI-712,2.129318895,,0.07928,58.6212,Neptuniano,1103
TOI-712 c,TOI-712,2.578155,,0.2447,58.6212,Neptuniano,1104
TOI-712 d,TOI-712,2.256285,,0.3405,58.6212,Neptuniano,1105
TOI-715 b,TOI-715,1.63226541,,0.083,42.4048,Super-Tierra,1106
TOI-7166 b,TOI-7166,2.166818313333333,,0.056105,35.4153,Neptuniano,1107
TOI-757 b,TOI-757,2.33942,10.5,0.122,60.3418,Neptuniano,1108
TOI-771 b,TOI-771,1.3926956233333332,2.47,0.0207499999999999,25.2788,Super-Tierra,1109
TOI-771 c,TOI-771,,2.87,0.046,25.2788,Unknown,1110
TOI-776 b,TOI-776,1.8055771533333331,4.5,0.06525,27.1701,Super-Tierra,1111
TOI-776 c,TOI-776,2.0556647433333333,6.1,0.10005,27.1701,Neptuniano,1112
TOI-782 b,TOI-782,2.663332625,19.1,0.0578,52.5122,Neptuniano,1113
TOI-784 b,HD 307842,1.886515,9.67,0.038,64.5997,Super-Tierra,1114
TOI-815 b,TOI-815,2.781985,7.6,0.0903,59.7117,Neptuniano,1115
TOI-815 c,TOI-815,2.4019000000000004,23.5,0.193,59.7117,Neptuniano,1116
TOI-824 b,TOI-824,2.939952835,18.467,0.02177,63.9262,Neptuniano,1117
TOI-833 b,TOI-833,1.329515495,,0.0171,41.7148,Super-Tierra,1118
TOI-836 b,TOI-836,1.6982849999999998,4.53,0.0422,27.5024,Super-Tierra,1119
TOI-836.01,TOI-836,2.65244,9.6,0.075,27.502400000000005,Neptuniano,1120
TOI-880 c,TOI-880,4.99725,,0.0635,60.6679,Neptuniano,1121
TOI-880.02,TOI-880,2.5819485833333333,,0.0345454775,60.6679,Neptuniano,1122
TOI-904 b,TOI-904,2.3678065000000004,,0.056,46.0891,Neptuniano,1123
TOI-904 c,TOI-904,2.25391705,,0.312,46.0891,Neptuniano,1124
TOI-912 b,TOI-912,2.091243385,5.1,0.041,26.1072,Neptuniano,1125
TYC 2187-512-1 b,TYC 2187-512-1,,104.88337431,1.22,15.4744,Unknown,1126
Teegarden's Star b,Teegarden's Star,,1.105,0.02555,3.83078,Unknown,1127
Teegarden's Star c,Teegarden's Star,,1.08,0.0448999999999999,3.83078,Unknown,1128
Teegarden's Star d,Teegarden's Star,,0.82,0.0791,3.83078,Unknown,1129
UCAC3 113-933 b,UCAC3 113-933,,6674.396547,6100.0,52.5829,Unknown,1130
UCAC4 328-061594 b,UCAC4 328-061594,,6674.396547,19000.0,39.9089,Unknown,1131
WASP-107 b,WASP-107,10.9826016,34.285416178333335,0.0553666666666666,64.7414,Gigante Gaseoso,1132
WASP-107 c,WASP-107,,113.74664748333332,,64.7414,Unknown,1133
WASP-69 b,WASP-69,11.454451046666668,83.8952,0.0452675,49.9605,Gigante Gaseoso,1134
WASP-80 b,WASP-80,11.006919963333331,174.42224000000002,0.034412,49.7876,Gigante Gaseoso,1135
WD 0806-661 b,WD 0806-661,,2463.113628,2500.0,19.2444,Unknown,1136
WD 1856+534 b,WD 1856+534,10.50184787,3019.3808582,0.020625,24.7359,Gigante Gaseoso,1137
Wolf 1061 b,Wolf 1061,,1.635,0.0365044999999999,4.30592,Unknown,1138
Wolf 1061 c,Wolf 1061,,3.83,0.0866349999999999,4.30592,Unknown,1139
Wolf 1061 d,Wolf 1061,,6.455,0.3369499999999999,4.30592,Unknown,1140
Wolf 1069 b,Wolf 1069,,1.26,0.0672,9.58341,Unknown,1141
Wolf 327 b,Wolf 327,1.36847653,2.53,0.01,28.5321,Super-Tierra,1142
Wolf 503 b,Wolf 503,1.968380075,6.265,0.0570933333333333,44.526,Super-Tierra,1143
YZ Cet b,YZ Cet,,0.7000000000000001,0.0158366666666666,3.71207,Unknown,1144
YZ Cet c,YZ Cet,,0.8999999999999999,0.0168866666666666,3.71207,Unknown,1145
YZ Cet d,YZ Cet,,1.1466666666666667,0.0279166666666666,3.71207,Unknown,1146
alf Ari b,alf Ari,,572.07,1.2,20.21019,Unknown,1147
alf Tau b,alf Tau,,2056.3601,1.46,20.4332,Unknown,1148
bet Pic b,bet Pic,17.647425,3479.179292671429,9.20225,19.7442,Gigante Gaseoso,1149
bet Pic c,bet Pic,,2896.37505199,2.7000000000000006,19.7442,Unknown,1150
bet UMi b,bet UMi,,1938.7,1.4,38.77472,Unknown,1151
eps Eri b,eps Eri,,313.9213235966667,3.442,3.2026,Unknown,1152
eps Ind A b,eps Ind A,,1519.222374085,19.975,3.63857,Unknown,1153
eps Tau b,eps Tau,,2322.4963115825,1.9026666666666667,47.52852,Unknown,1154
gam Cep b,gam Cep,,1344.40799264,2.074666666666667,14.1024,Unknown,1155
gam Lib b,gam Lib,,341.03069314000004,1.2795,47.4017,Unknown,1156
gam Lib c,gam Lib,,1559.11089851,2.244,47.4017,Unknown,1157
gam Psc b,gam Psc,,425.89006538,1.32,41.3107,Unknown,1158
gam1 Leo b,gam1 Leo,,2790.43,1.19,39.8883,Unknown,1159
iot Dra b,iot Dra,,3038.38472791,1.3245,31.32832,Unknown,1160
iot Dra c,iot Dra,,4958.1231492,19.4,31.32832,Unknown,1161
kap And b,kap And,,4197.73,58.0,50.0177,Unknown,1162
kap CrB b,kap CrB,,592.6946845372727,2.700909090909091,30.0651,Unknown,1163
mu Leo b,mu Leo,,762.8,1.1,32.6081,Unknown,1164
nu Oct A b,nu Oct A,,709.8167756333334,1.2553333333333334,21.1999,Unknown,1165
nu Oph b,nu Oph,,7178.07316468,1.8183333333333331,46.2107,Unknown,1166
nu Oph c,nu Oph,,7983.34730235,5.953333333333333,46.2107,Unknown,1167
omi UMa b,omi UMa,,1231.7472569800002,3.7955,54.9149,Unknown,1168
pi Men c,HD 39091,2.045738,4.161018746666667,0.068582,18.2702,Neptuniano,1169
pi Men d,HD 39091,,14.64,0.506,18.2702,Unknown,1170
psi1 Dra B b,psi1 Dra B,,486.2799,4.43,22.7188,Unknown,1171
rho CrB b,rho CrB,,351.00651250833334,0.22694,17.4671,Unknown,1172
rho CrB c,rho CrB,,28.053962804,0.4244,17.4671,Unknown,1173
rho CrB e,rho CrB,,3.75,0.1061,17.4671,Unknown,1174
tau Boo b,tau Boo,,1434.64355002,0.0479975,15.6521,Unknown,1175
tau Cet f,tau Cet,,3.93,1.334,3.60304,Unknown,1176
tau Cet g,tau Cet,,1.75,0.133,3.60304,Unknown,1177
tau Cet h,tau Cet,,1.83,0.243,3.60304,Unknown,1178
ups And b,ups And,,220.927866945,0.0591202075,13.4054,Unknown,1179
ups And c,ups And,,1186.4246499442856,0.8307534285714285,13.4054,Unknown,1180
ups And d,ups And,,1582.2079343500002,2.53647,13.4054,Unknown,1181
ups Leo b,ups Leo,,162.09248757,1.18,52.5973,Unknown,1182
xi Aql b,xi Aql,,716.3016459966666,0.6283333333333333,56.1858,Unknown,1183
